城市,节点ID,聚类系数
Dalian,3701,0.0
Dalian,3704,0.0
Dalian,3706,0.333333
Dalian,3710,0.0
Dalian,3714,0.0
Dalian,3715,0.0
Dalian,3719,0.333333
Dalian,3723,0.166667
Dalian,3726,0.333333
Dalian,3729,0.333333
Dalian,3732,0.0
Dalian,3735,0.0
Dalian,3736,0.0
Dalian,3739,0.0
Dalian,3743,0.333333
Dalian,3745,0.0
Dalian,3749,0.0
Dalian,3751,0.0
Dalian,3752,0.0
Dalian,3754,0.0
Dalian,3755,0.0
Dalian,3757,0.0
Dalian,3760,0.333333
Dalian,3766,0.0
Dalian,3767,0.333333
Dalian,3771,0.333333
Dalian,3773,0.333333
Dalian,3776,0.333333
Dalian,3777,0.333333
Dalian,3785,0.0
Dalian,3787,0.333333
Dalian,3789,0.333333
Dalian,3793,0.0
Dalian,3794,0.0
Dalian,3795,0.333333
Dalian,3800,0.0
Dalian,3801,0.0
Dalian,3803,0.0
Dalian,3807,0.333333
Dalian,3809,0.0
Dalian,3814,0.0
Dalian,3815,0.0
Dalian,3817,0.333333
Dalian,3819,0.0
Dalian,3820,0.333333
Dalian,3821,0.0
Dalian,3823,0.0
Dalian,3824,0.0
Dalian,3825,0.0
Dalian,3826,0.0
Dalian,3831,0.0
Dalian,3832,0.0
Dalian,3834,0.0
Dalian,3837,0.0
Dalian,3839,0.0
Dalian,3841,0.333333
Dalian,3846,0.0
Dalian,3848,0.333333
Dalian,3852,0.0
Dalian,3854,0.0
Dalian,3855,0.0
Dalian,3856,0.0
Dalian,3858,0.0
Dalian,3859,0.0
Dalian,3861,0.0
Dalian,3866,0.0
Dalian,3869,0.0
Dalian,3870,0.0
Dalian,3871,0.0
Dalian,3874,0.0
Dalian,3875,0.0
Dalian,3876,0.0
Dalian,3879,0.0
Dalian,3880,0.0
Dalian,3882,0.333333
Dalian,3885,0.0
Dalian,3886,0.0
Dalian,3890,0.0
Dalian,3893,0.0
Dalian,3895,0.0
Dalian,3896,0.0
Dalian,3898,0.0
Dalian,3900,0.0
Dalian,3902,0.0
Dalian,3903,0.0
Dalian,3906,0.0
Dalian,3909,0.333333
Dalian,3913,0.0
Dalian,3916,0.0
Dalian,3920,0.0
Dalian,3921,0.0
Dalian,3924,0.0
Dalian,3925,0.0
Dalian,3928,0.0
Dalian,3929,0.0
Dalian,3931,0.0
Dalian,3935,0.0
Dalian,3936,0.0
Dalian,3937,0.0
Dalian,3940,0.0
Dalian,3941,0.0
Dalian,3943,0.166667
Dalian,3948,0.0
Dalian,3949,0.166667
Dalian,3951,0.0
Dalian,3952,0.0
Dalian,3955,0.0
Dalian,3956,0.0
Dalian,3957,0.0
Dalian,3961,0.166667
Dalian,3965,0.0
Dalian,3968,0.0
Dalian,3970,0.0
Dalian,3972,0.0
Dalian,3975,0.0
Dalian,3977,0.0
Dalian,3979,0.0
Dalian,3983,0.0
Dalian,3985,0.0
Dalian,3986,0.0
Dalian,3987,0.333333
Dalian,3989,0.0
Dalian,3990,0.0
Dalian,3994,0.0
Dalian,3995,0.0
Dalian,3996,0.0
Dalian,3998,0.0
Dalian,4001,0.0
Dalian,4004,0.0
Dalian,4009,0.0
Dalian,4010,0.0
Dalian,4014,0.333333
Dalian,4016,0.0
Dalian,4017,0.0
Dalian,4020,0.0
Dalian,4022,0.333333
Dalian,4023,0.0
Dalian,4024,0.0
Dalian,4026,0.0
Dalian,4030,0.0
Dalian,4031,0.0
Dalian,4033,0.0
Dalian,4037,0.333333
Dalian,4041,0.0
Dalian,4043,0.0
Dalian,4044,0.0
Dalian,4045,0.0
Dalian,4046,0.0
Dalian,4049,0.0
Dalian,4053,0.0
Dalian,4054,0.0
Dalian,4055,0.0
Dalian,4056,0.0
Dalian,4057,0.0
Dalian,4058,0.0
Dalian,4059,0.0
Dalian,4062,0.166667
Dalian,4068,0.0
Dalian,4070,0.0
Dalian,4071,0.0
Dalian,4074,0.0
Dalian,4077,0.0
Dalian,4080,0.0
Dalian,4082,0.0
Dalian,4084,0.0
Dalian,4085,0.0
Dalian,4088,0.0
Dalian,4090,0.0
Dalian,4091,0.0
Dalian,4092,0.0
Dalian,4095,0.0
Dalian,4099,0.0
Dalian,4104,0.0
Dalian,4106,0.0
Dalian,4108,0.0
Dalian,4110,0.0
Dalian,4112,0.0
Dalian,4113,0.0
Dalian,4115,0.0
Dalian,4120,0.0
Dalian,4122,0.0
Dalian,4123,0.333333
Dalian,4125,0.0
Dalian,4126,0.0
Dalian,4129,0.0
Dalian,4131,0.0
Dalian,4133,0.0
Dalian,4135,0.0
Dalian,4136,0.0
Dalian,4140,0.0
Dalian,4143,0.0
Dalian,4148,0.0
Dalian,4152,0.0
Dalian,4153,0.0
Dalian,4156,0.0
Dalian,4161,0.0
Dalian,4168,0.0
Dalian,4170,0.0
Dalian,4173,0.0
Dalian,4178,0.0
Dalian,4180,0.0
Dalian,4186,0.0
Dalian,4190,0.0
Dalian,4191,0.0
Dalian,4194,0.0
Dalian,4195,0.0
Dalian,4198,0.0
Dalian,4202,0.0
Dalian,4203,0.0
Dalian,4206,0.0
Dalian,4207,0.0
Dalian,4209,0.0
Dalian,4210,0.0
Dalian,4211,0.333333
Dalian,4213,0.0
Dalian,4218,0.0
Dalian,4220,0.0
Dalian,4221,0.0
Dalian,4225,0.0
Dalian,4228,0.0
Dalian,4230,0.0
Dalian,4233,0.333333
Dalian,4236,0.0
Dalian,4240,0.166667
Dalian,4244,0.0
Dalian,4245,0.0
Dalian,4248,0.0
Dalian,4252,0.0
Dalian,4254,0.0
Dalian,4255,0.0
Dalian,4258,0.0
Dalian,4259,0.333333
Dalian,4261,0.0
Dalian,4263,0.166667
Dalian,4268,0.0
Dalian,4272,0.0
Dalian,4273,0.0
Dalian,4275,0.0
Dalian,4278,0.0
Dalian,4280,0.0
Dalian,4281,0.0
Dalian,4285,0.0
Dalian,4290,0.0
Dalian,4293,0.0
Dalian,4298,0.0
Dalian,4302,0.333333
Dalian,4305,0.0
Dalian,4309,0.0
Dalian,4313,0.0
Dalian,4315,0.0
Dalian,4319,0.0
Dalian,4323,0.0
Dalian,4327,0.0
Dalian,4332,0.0
Dalian,4333,0.0
Dalian,4338,0.0
Dalian,4344,0.0
Dalian,4347,0.333333
Dalian,4351,0.0
Dalian,4353,0.333333
Dalian,4356,0.0
Dalian,4360,0.0
Dalian,4361,0.0
Dalian,4364,0.0
Dalian,4365,0.0
Dalian,4368,0.333333
Dalian,4370,0.0
Dalian,4372,0.0
Dalian,4375,0.333333
Dalian,4380,0.0
Dalian,4381,0.0
Dalian,4384,0.0
Dalian,4387,0.0
Dalian,4390,0.0
Dalian,4397,0.0
Dalian,4398,0.333333
Dalian,4400,0.0
Dalian,4404,0.0
Dalian,4407,0.333333
Dalian,4409,0.0
Dalian,4412,0.0
Dalian,4414,0.0
Dalian,4415,0.0
Dalian,4418,0.0
Dalian,4420,0.0
Dalian,4422,0.0
Dalian,4424,0.0
Dalian,4425,0.0
Dalian,4428,0.0
Dalian,4432,0.0
Dalian,4435,0.0
Dalian,4439,0.0
Dalian,4441,0.0
Dalian,4443,0.0
Dalian,4447,0.0
Dalian,4452,0.0
Dalian,4453,0.0
Dalian,4454,0.0
Dalian,4455,0.333333
Dalian,4456,0.0
Dalian,4460,0.0
Dalian,4462,0.0
Dalian,4464,0.0
Dalian,4467,0.0
Dalian,4474,0.333333
Dalian,4478,0.0
Dalian,4480,0.0
Dalian,4483,0.0
Dalian,4485,0.0
Dalian,4487,0.0
Dalian,4492,0.0
Dalian,4495,0.0
Dalian,4499,0.0
Dalian,4504,0.0
Dalian,4508,0.0
Dalian,4509,0.0
Dalian,4513,0.0
Dalian,4519,0.0
Dalian,4522,0.0
Dalian,4524,0.0
Dalian,4528,0.0
Dalian,4532,0.0
Dalian,4536,0.0
Dalian,4539,0.0
Dalian,4543,0.0
Dalian,4545,0.333333
Dalian,4546,0.0
Dalian,4548,0.0
Dalian,4549,0.0
Dalian,4552,0.0
Dalian,4556,0.166667
Dalian,4560,0.0
Dalian,4564,0.0
Dalian,4567,0.0
Dalian,4571,0.0
Dalian,4572,0.0
Dalian,4576,0.0
Dalian,4579,0.0
Dalian,4584,0.0
Dalian,4588,0.0
Dalian,4590,0.0
Dalian,4592,0.0
Dalian,4596,0.0
Dalian,4598,0.333333
Dalian,4602,0.0
Dalian,4606,0.333333
Dalian,4608,1.0
Dalian,4610,0.0
Dalian,4614,0.0
Dalian,4617,0.0
Dalian,4620,0.0
Dalian,4622,0.0
Dalian,4624,0.0
Dalian,4626,0.0
Dalian,4628,0.0
Dalian,4629,0.0
Dalian,4632,0.0
Dalian,4633,0.333333
Dalian,4636,0.166667
Dalian,4638,0.0
Dalian,4642,0.0
Dalian,4643,0.0
Dalian,4645,0.0
Dalian,4647,0.0
Dalian,4650,0.0
Dalian,4653,0.0
Dalian,4656,0.0
Dalian,4658,0.0
Dalian,4660,0.0
Dalian,4661,0.0
Dalian,4662,0.0
Dalian,4666,0.333333
Dalian,4668,0.0
Dalian,4670,0.0
Dalian,4671,0.0
Dalian,4672,0.0
Dalian,4675,0.0
Dalian,4679,0.0
Dalian,4682,0.0
Dalian,4686,0.0
Dalian,4688,0.0
Dalian,4692,0.0
Dalian,4693,0.0
Dalian,4697,0.0
Dalian,4699,0.0
Dalian,4701,0.333333
Dalian,4702,0.0
Dalian,4703,0.0
Dalian,4708,0.166667
Dalian,4710,0.333333
Dalian,4714,0.0
Dalian,4717,0.0
Dalian,4718,0.0
Dalian,4719,0.0
Dalian,4722,0.0
Dalian,4724,0.0
Dalian,4728,0.0
Dalian,4732,0.0
Dalian,4735,0.0
Dalian,4738,0.0
Dalian,4739,0.333333
Dalian,4742,0.0
Dalian,4743,0.0
Dalian,4744,0.0
Dalian,4747,0.333333
Dalian,4749,0.0
Dalian,4753,0.0
Dalian,4754,0.0
Dalian,4755,0.0
Dalian,4759,0.166667
Dalian,4762,0.0
Dalian,4763,0.0
Dalian,4765,0.0
Dalian,4767,0.0
Dalian,4770,0.0
Dalian,4773,0.0
Dalian,4776,0.0
Dalian,4780,0.0
Dalian,4781,0.0
Dalian,4784,0.0
Dalian,4785,0.0
Dalian,4786,0.0
Dalian,4790,0.0
Dalian,4791,0.0
Dalian,4794,0.0
Dalian,4798,0.0
Dalian,4800,0.0
Dalian,4802,0.0
Dalian,4804,0.0
Dalian,4805,0.0
Dalian,4808,0.0
Dalian,4812,0.333333
Dalian,4814,0.0
Dalian,4818,0.0
Dalian,4820,0.333333
Dalian,4822,0.0
Dalian,4823,0.0
Dalian,4830,0.0
Dalian,4833,0.0
Dalian,4836,0.0
Dalian,4837,0.0
Dalian,4838,0.0
Dalian,4841,0.0
Dalian,4846,0.0
Dalian,4847,0.0
Dalian,4850,0.0
Dalian,4856,0.0
Dalian,4859,0.0
Dalian,4860,0.0
Dalian,4864,0.0
Dalian,4865,0.0
Dalian,4870,0.0
Dalian,4871,0.0
Dalian,4875,0.0
Dalian,4879,0.0
Dalian,4882,0.0
Dalian,4884,1.0
Dalian,4886,0.0
Dalian,4889,0.0
Dalian,4891,0.0
Dalian,4892,0.0
Dalian,4893,0.0
Dalian,4896,0.0
Dalian,4899,0.333333
Dalian,4903,0.0
Dalian,4910,0.0
Dalian,4914,0.0
Dalian,4917,0.0
Dalian,4921,0.0
Dalian,4923,0.0
Dalian,4928,0.333333
Dalian,4929,0.0
Dalian,4934,0.0
Dalian,4936,0.166667
Dalian,4940,0.0
Dalian,4942,0.0
Dalian,4945,0.0
Dalian,4947,0.0
Dalian,4950,0.0
Dalian,4951,0.0
Dalian,4954,0.333333
Dalian,4958,0.0
Dalian,4962,0.0
Dalian,4966,0.0
Dalian,4967,0.0
Dalian,4971,0.0
Dalian,4975,0.0
Dalian,4976,0.0
Dalian,4978,0.333333
Dalian,4980,0.0
Dalian,4982,0.0
Dalian,4983,0.333333
Dalian,4984,0.0
Dalian,4986,0.0
Dalian,4990,0.0
Dalian,4991,0.333333
Dalian,4996,0.0
Dalian,4997,0.0
Dalian,5001,0.0
Dalian,5003,0.0
Dalian,5008,0.0
Dalian,5009,0.333333
Dalian,5011,0.0
Dalian,5012,0.0
Dalian,5014,0.0
Dalian,5017,0.0
Dalian,5018,0.0
Dalian,5020,0.0
Dalian,5022,0.0
Dalian,5025,0.0
Dalian,5026,0.0
Dalian,5027,0.0
Dalian,5032,0.0
Dalian,5033,0.0
Dalian,5037,0.0
Dalian,5038,0.0
Dalian,5039,0.166667
Dalian,5041,0.0
Dalian,5044,0.0
Dalian,5045,0.0
Dalian,5049,0.333333
Dalian,5053,0.0
Dalian,5054,0.0
Dalian,5055,0.0
Dalian,5059,0.0
Dalian,5062,0.0
Dalian,5064,0.0
Dalian,5068,0.0
Dalian,5069,0.0
Dalian,5073,0.0
Dalian,5076,0.0
Dalian,5078,0.0
Dalian,5080,0.0
Dalian,5083,0.0
Dalian,5085,0.0
Dalian,5086,0.0
Dalian,5090,0.0
Dalian,5093,0.333333
Dalian,5096,0.0
Dalian,5097,0.0
Dalian,5099,0.0
Dalian,5100,0.0
Dalian,5101,0.0
Dalian,5106,0.0
Dalian,5109,0.333333
Dalian,5114,0.0
Dalian,5118,0.0
Dalian,5119,0.333333
Dalian,5122,0.333333
Dalian,5124,0.0
Dalian,5126,0.0
Dalian,5127,0.0
Dalian,5129,0.333333
Dalian,5133,0.333333
Dalian,5140,0.0
Dalian,5144,0.0
Dalian,5145,0.0
Dalian,5150,0.333333
Dalian,5152,0.0
Dalian,5156,0.0
Dalian,5158,0.0
Dalian,5162,0.0
Dalian,5165,0.0
Dalian,5170,0.333333
Dalian,5172,0.0
Dalian,5174,0.0
Dalian,5175,0.333333
Dalian,5178,0.333333
Dalian,5184,0.0
Dalian,5187,0.0
Dalian,5189,0.333333
Dalian,5191,0.166667
Dalian,5198,0.333333
Dalian,5201,0.0
Dalian,5205,0.0
Dalian,5209,0.333333
Dalian,5213,0.0
Dalian,5216,0.066667
Dalian,5218,0.0
Dalian,5222,0.0
Dalian,5224,0.0
Dalian,5225,0.0
Dalian,5226,0.0
Dalian,5229,0.0
Dalian,5231,0.333333
Dalian,5236,0.333333
Dalian,5239,0.0
Dalian,5242,0.0
Dalian,5246,0.333333
Dalian,5250,0.0
Dalian,5252,0.0
Dalian,5253,0.0
Dalian,5256,0.333333
Dalian,5260,0.0
Dalian,5261,0.0
Dalian,5266,0.0
Dalian,5268,0.0
Dalian,5270,0.0
Dalian,5271,0.333333
Dalian,5274,0.0
Dalian,5276,0.333333
Dalian,5280,0.0
Dalian,5282,0.0
Dalian,5286,0.333333
Dalian,5289,0.333333
Dalian,5294,0.0
Dalian,5298,0.0
Dalian,5300,0.0
Dalian,5304,0.0
Dalian,5307,0.333333
Dalian,5311,0.333333
Dalian,5315,0.0
Dalian,5320,0.0
Dalian,5326,0.0
Dalian,5330,0.0
Dalian,5332,0.333333
Dalian,5334,0.0
Dalian,5338,0.0
Dalian,5342,0.0
Dalian,5346,0.0
Dalian,5349,0.0
Dalian,5351,0.166667
Dalian,5355,0.0
Dalian,5356,0.0
Dalian,5358,0.0
Dalian,5360,0.0
Dalian,5361,0.0
Dalian,5364,0.0
Dalian,5366,0.0
Dalian,5367,0.0
Dalian,5371,0.0
Dalian,5373,0.0
Dalian,5376,0.0
Dalian,5381,0.0
Dalian,5382,0.0
Dalian,5384,0.0
Dalian,5386,0.0
Dalian,5390,0.0
Dalian,5391,0.0
Dalian,5394,0.0
Dalian,5396,0.333333
Dalian,5397,0.0
Dalian,5398,0.0
Dalian,5402,0.333333
Dalian,5408,0.0
Dalian,5409,0.0
Dalian,5414,0.0
Dalian,5416,0.0
Dalian,5417,0.0
Dalian,5420,0.0
Dalian,5423,0.0
Dalian,5425,0.0
Dalian,5427,0.0
Dalian,5430,0.166667
Dalian,5433,0.0
Dalian,5435,0.333333
Dalian,5439,0.166667
Dalian,5440,0.0
Dalian,5444,0.0
Dalian,5448,0.0
Dalian,5449,0.0
Dalian,5450,0.0
Dalian,5453,0.166667
Dalian,5460,0.0
Dalian,5464,0.0
Dalian,5465,0.0
Dalian,5467,0.0
Dalian,5469,0.166667
Dalian,5471,0.0
Dalian,5475,0.0
Dalian,5478,0.0
Dalian,5480,0.0
Dalian,5481,0.0
Dalian,5484,0.0
Dalian,5488,0.0
Dalian,5492,0.0
Dalian,5496,0.0
Dalian,5497,0.0
Dalian,5498,0.0
Dalian,5501,0.0
Dalian,5502,0.0
Dalian,5503,0.0
Dalian,5506,0.0
Dalian,5508,0.0
Dalian,5512,0.0
Dalian,5514,0.0
Dalian,5516,0.166667
Dalian,5522,0.333333
Dalian,5524,0.0
Dalian,5526,0.0
Dalian,5527,0.0
Dalian,5530,0.333333
Dalian,5534,0.0
Dalian,5536,0.0
Dalian,5540,0.0
Dalian,5542,0.0
Dalian,5548,0.0
Dalian,5552,0.0
Dalian,5553,0.0
Dalian,5558,0.0
Dalian,5562,0.0
Dalian,5563,0.0
Dalian,5566,0.0
Dalian,5568,0.0
Dalian,5570,0.333333
Dalian,5572,0.0
Dalian,5573,0.0
Dalian,5575,0.0
Dalian,5580,0.0
Dalian,5582,0.0
Dalian,5586,0.333333
Dalian,5590,0.0
Dalian,5594,0.0
Dalian,5596,0.0
Dalian,5598,0.0
Dalian,5600,0.0
Dalian,5602,0.0
Dalian,5606,0.0
Dalian,5608,0.0
Dalian,5610,0.0
Dalian,5615,0.0
Dalian,5620,0.0
Dalian,5624,0.0
Dalian,5626,0.0
Dalian,5629,0.0
Dalian,5632,0.0
Dalian,5633,0.0
Dalian,5636,0.0
Dalian,5640,0.0
Dalian,5641,0.0
Dalian,5644,0.0
Dalian,5646,0.0
Dalian,5650,0.0
Dalian,5652,0.0
Dalian,5653,0.0
Dalian,5655,0.0
Dalian,5660,0.0
Dalian,5663,0.0
Dalian,5666,0.0
Dalian,5668,0.0
Dalian,5672,0.0
Dalian,5674,0.0
Dalian,5677,0.0
Dalian,5680,0.0
Dalian,5682,0.0
Dalian,5684,0.0
Dalian,5686,0.0
Dalian,5688,0.166667
Dalian,5691,0.0
Dalian,5694,0.0
Dalian,5696,0.0
Dalian,5698,0.0
Dalian,5700,0.0
Dalian,5702,0.0
Dalian,5704,0.0
Dalian,5708,0.0
Dalian,5712,0.0
Dalian,5714,0.0
Dalian,5718,0.0
Dalian,5722,0.0
Dalian,5726,0.0
Dalian,5728,0.0
Dalian,5730,0.0
Dalian,5732,0.0
Dalian,5736,0.0
Dalian,5740,0.0
Dalian,5742,0.333333
Dalian,5746,0.0
Dalian,5747,0.0
Dalian,5748,0.0
Dalian,5749,0.333333
Dalian,5753,0.0
Dalian,5758,0.0
Dalian,5759,0.0
Dalian,5761,0.0
Dalian,5762,0.0
Dalian,5764,0.0
Dalian,5765,0.0
Dalian,5766,0.0
Dalian,5770,0.0
Dalian,5774,0.0
Dalian,5778,0.0
Dalian,5780,0.0
Dalian,5782,0.0
Dalian,5783,0.0
Dalian,5787,0.0
Dalian,5790,0.0
Dalian,5792,0.0
Dalian,5793,0.0
Dalian,5795,0.0
Dalian,5802,0.166667
Dalian,5805,0.0
Dalian,5809,0.166667
Dalian,5814,0.0
Dalian,5818,0.0
Dalian,5820,0.0
Dalian,5821,0.0
Dalian,5823,0.0
Dalian,5826,0.0
Dalian,5829,0.0
Dalian,5833,0.0
Dalian,5834,0.0
Dalian,5836,0.0
Dalian,5839,0.0
Dalian,5843,0.0
Dalian,5848,0.0
Dalian,5850,0.0
Dalian,5851,0.0
Dalian,5855,0.0
Dalian,5860,0.0
Dalian,5861,0.0
Dalian,5862,0.0
Dalian,5865,0.0
Dalian,5869,0.333333
Dalian,5871,0.0
Dalian,5875,0.0
Dalian,5877,0.0
Dalian,5879,0.333333
Dalian,5884,0.0
Dalian,5886,0.0
Dalian,5887,0.0
Dalian,5888,0.0
Dalian,5890,0.0
Dalian,5893,0.0
Dalian,5894,0.0
Dalian,5896,0.0
Dalian,5899,0.0
Dalian,5900,0.0
Dalian,5904,0.0
Dalian,5905,0.0
Dalian,5909,0.0
Dalian,5914,0.0
Dalian,5915,0.0
Dalian,5917,0.166667
Dalian,5920,0.0
Dalian,5922,0.0
Dalian,5924,0.0
Dalian,5926,0.0
Dalian,5930,0.333333
Dalian,5932,0.0
Dalian,5934,0.0
Dalian,5936,0.0
Dalian,5937,0.333333
Dalian,5939,0.0
Dalian,5942,0.0
Dalian,5945,0.0
Dalian,5948,0.0
Dalian,5951,0.333333
Dalian,5954,0.0
Dalian,5956,0.0
Dalian,5960,0.0
Dalian,5962,0.0
Dalian,5965,0.166667
Dalian,5970,0.0
Dalian,5973,0.0
Dalian,5977,0.0
Dalian,5978,0.0
Dalian,5981,0.0
Dalian,5982,0.0
Dalian,5985,0.0
Dalian,5988,0.0
Dalian,5990,0.0
Dalian,5993,0.166667
Dalian,5999,0.333333
Dalian,6004,0.0
Dalian,6005,0.0
Dalian,6010,0.0
Dalian,6013,0.0
Dalian,6015,0.0
Dalian,6020,0.0
Dalian,6021,0.166667
Dalian,6022,0.0
Dalian,6025,0.0
Dalian,6030,0.333333
Dalian,6032,0.333333
Dalian,6034,0.0
Dalian,6038,0.0
Dalian,6041,0.0
Dalian,6042,0.0
Dalian,6044,0.0
Dalian,6045,0.0
Dalian,6047,0.0
Dalian,6048,0.0
Dalian,6049,0.0
Dalian,6050,0.0
Dalian,6054,0.0
Dalian,6055,0.0
Dalian,6056,0.0
Dalian,6058,0.0
Dalian,6062,0.0
Dalian,6063,0.0
Dalian,6064,0.0
Dalian,6067,0.0
Dalian,6068,0.0
Dalian,6071,0.0
Dalian,6073,0.0
Dalian,6075,0.0
Dalian,6078,0.0
Dalian,6083,0.0
Dalian,6085,0.0
Dalian,6087,0.0
Dalian,6091,0.0
Dalian,6093,0.333333
Dalian,6097,0.0
Dalian,6098,0.0
Dalian,6099,0.0
Dalian,6101,0.0
Dalian,6106,0.0
Dalian,6108,0.0
Dalian,6110,0.333333
Dalian,6111,0.333333
Dalian,6114,0.0
Dalian,6115,0.0
Dalian,6121,0.0
Dalian,6123,0.166667
Dalian,6126,0.333333
Dalian,6128,0.0
Dalian,6132,0.0
Dalian,6136,1.0
Dalian,6139,0.0
Dalian,6141,0.0
Dalian,6144,0.0
Dalian,6146,0.0
Dalian,6148,0.0
Dalian,6152,0.0
Dalian,6153,0.333333
Dalian,6157,0.333333
Dalian,6161,0.0
Dalian,6166,0.0
Dalian,6170,0.0
Dalian,6171,0.0
Dalian,6174,0.0
Dalian,6175,0.0
Dalian,6178,0.0
Dalian,6179,0.0
Dalian,6182,0.0
Dalian,6184,0.0
Dalian,6188,0.333333
Dalian,6190,0.0
Dalian,6192,0.0
Dalian,6194,0.0
Dalian,6196,0.666667
Dalian,6198,0.0
Dalian,6202,0.333333
Dalian,6207,0.0
Dalian,6208,0.0
Dalian,6210,0.0
Dalian,6212,0.333333
Dalian,6216,0.0
Dalian,6218,0.0
Dalian,6220,0.0
Dalian,6224,0.0
Dalian,6228,0.0
Dalian,6229,0.0
Dalian,6231,0.0
Dalian,6232,0.0
Dalian,6236,0.0
Dalian,6240,0.166667
Dalian,6242,0.0
Dalian,6243,0.0
Dalian,6245,0.333333
Dalian,6249,0.0
Dalian,6251,0.0
Dalian,6255,0.0
Dalian,6256,0.0
Dalian,6260,0.0
Dalian,6262,0.0
Dalian,6264,0.333333
Dalian,6266,0.166667
Dalian,6268,0.0
Dalian,6269,0.0
Dalian,6270,0.333333
Dalian,6273,0.0
Dalian,6275,0.0
Dalian,6279,0.333333
Dalian,6282,0.0
Dalian,6284,0.0
Dalian,6288,0.0
Dalian,6291,0.0
Dalian,6292,0.0
Dalian,6294,0.166667
Dalian,6297,0.0
Dalian,6298,0.0
Dalian,6300,0.0
Dalian,6302,0.166667
Dalian,6306,0.0
Dalian,6307,0.0
Dalian,6309,0.0
Dalian,6314,0.0
Dalian,6316,0.0
Dalian,6317,0.333333
Dalian,6321,0.0
Dalian,6324,0.333333
Dalian,6328,0.0
Dalian,6334,0.0
Dalian,6335,0.0
Dalian,6336,0.0
Dalian,6340,0.0
Dalian,6341,0.0
Dalian,6344,0.0
Dalian,6347,0.0
Dalian,6349,0.0
Dalian,6352,0.0
Dalian,6353,0.0
Dalian,6358,0.0
Dalian,6360,0.0
Dalian,6363,0.0
Dalian,6364,0.0
Dalian,6368,0.0
Dalian,6370,0.0
Dalian,6372,0.0
Dalian,6376,0.0
Dalian,6377,0.0
Dalian,6378,0.0
Dalian,6381,0.333333
Dalian,6383,0.166667
Dalian,6385,0.0
Dalian,6388,0.0
Dalian,6390,0.0
Dalian,6393,0.166667
Dalian,6398,0.0
Dalian,6401,0.0
Dalian,6404,0.0
Dalian,6410,0.333333
Dalian,6413,0.0
Dalian,6420,0.0
Dalian,6424,0.0
Dalian,6427,0.0
Dalian,6428,0.0
Dalian,6432,0.0
Dalian,6435,0.0
Dalian,6438,0.0
Dalian,6440,0.0
Dalian,6441,0.0
Dalian,6443,0.0
Dalian,6445,0.0
Dalian,6450,0.0
Dalian,6453,0.0
Dalian,6455,0.0
Dalian,6459,0.0
Dalian,6462,0.0
Dalian,6466,0.333333
Dalian,6467,0.333333
Dalian,6469,0.0
Dalian,6470,0.0
Dalian,6474,0.0
Dalian,6476,0.0
Dalian,6478,0.0
Dalian,6479,0.0
Dalian,6481,0.0
Dalian,6485,0.0
Dalian,6490,0.0
Dalian,6492,0.0
Dalian,6494,0.5
Dalian,6497,0.0
Dalian,6500,0.0
Dalian,6503,0.333333
Dalian,6507,0.333333
Dalian,6513,0.0
Dalian,6515,0.0
Dalian,6516,0.0
Dalian,6519,0.0
Dalian,6524,0.0
Dalian,6526,0.0
Dalian,6528,0.0
Dalian,6530,0.0
Dalian,6531,0.0
Dalian,6534,0.0
Dalian,6538,0.0
Dalian,6539,0.166667
Dalian,6541,0.0
Dalian,6545,0.0
Dalian,6547,0.0
Dalian,6552,0.0
Dalian,6554,0.0
Dalian,6555,0.0
Dalian,6557,0.0
Dalian,6560,0.0
Dalian,6565,0.0
Dalian,6567,0.1
Dalian,6571,0.0
Dalian,6574,0.0
Dalian,6576,0.0
Dalian,6578,0.0
Dalian,6580,0.0
Dalian,6582,0.0
Dalian,6585,0.0
Dalian,6587,0.0
Dalian,6591,0.0
Dalian,6593,0.0
Dalian,6596,0.0
Dalian,6598,0.0
Dalian,6600,0.0
Dalian,6603,0.0
Dalian,6607,0.0
Dalian,6610,0.0
Dalian,6611,0.0
Dalian,6614,0.0
Dalian,6617,0.0
Dalian,6620,0.0
Dalian,6622,0.0
Dalian,6623,0.0
Dalian,6624,0.0
Dalian,6625,0.0
Dalian,6626,0.0
Dalian,6629,0.0
Dalian,6630,0.0
Dalian,6632,0.0
Dalian,6633,0.0
Dalian,6634,0.0
Dalian,6635,0.0
Dalian,6636,0.0
Dalian,6639,0.0
Dalian,6640,0.0
Dalian,6643,0.0
Dalian,6645,0.0
Dalian,6646,0.0
Dalian,6648,0.0
Dalian,6649,0.0
Dalian,6652,0.0
Dalian,6654,0.0
Dalian,6655,0.0
Dalian,6656,0.0
Dalian,6658,0.0
Dalian,6659,0.0
Dalian,6660,0.0
Dalian,6661,0.0
Dalian,6663,0.0
Dalian,6668,0.0
Dalian,6670,0.0
Dalian,6671,0.0
Dalian,6672,0.0
Dalian,6673,0.0
Dalian,6675,0.0
Dalian,6676,0.0
Dalian,6678,0.0
Dalian,6680,0.0
Dalian,6683,0.0
Dalian,6684,0.0
Dalian,6685,0.0
Dalian,6691,0.0
Dalian,6694,0.0
Dalian,6696,0.0
Dalian,6697,0.333333
Dalian,6699,0.0
Dalian,6703,0.0
Dalian,6705,0.0
Dalian,6709,0.0
Dalian,6714,0.0
Dalian,6717,0.0
Dalian,6719,0.0
Dalian,6722,0.0
